disbursement_id,beneficiary_id,bank_account_number,amount_pkr,disbursement_cycle,disbursement_date,payment_method,branch_or_agent_code,status,status_clean,disbursement_date_clean,disb_date_parse_failed,amount_pkr_clean,amount_flag,payment_method_missing,data_quality_flags,shared_bank_account_flag,orphaned_beneficiary_flag
DSB-0010766,BEN-003287,PK9177761609576894,7500,2025-04,2025-04-13,Bank Transfer,BR-171,reversed,Reversed,2025-04-13,False,7500.0,False,False,,True,False
DSB-0032935,BEN-009961,PK2246736844336857,5000,2025-06,2025-06-06,Mobile Wallet,BR-215,Reversed,Reversed,2025-06-06,False,5000.0,False,False,,True,False
DSB-0042836,BEN-012970,PK2342329927633203,10000,2025-05,2025-05-14,Mobile Wallet,BR-166,Success,Success,2025-05-14,False,10000.0,False,False,,True,False
DSB-0006655,BEN-002028,PK3388905884241743,"Rs. 8,000",2025-02,2025-02-21,Bank Transfer,BR-132,Success,Success,2025-02-21,False,8000.0,False,False,,True,False
DSB-0012986,BEN-003914,PK7558055588857512,8000,2025-04,2025-04-17,Cash Pickup,BR-242,Success,Success,2025-04-17,False,8000.0,False,False,,True,False
DSB-0008269,BEN-002530,PK0854880683218166,8000,2025-06,2025-06-03,Cash Pickup,BR-134,Reversed,Reversed,2025-06-03,False,8000.0,False,False,,True,False
DSB-0010570,BEN-003227,PK9336552306321406,10000,2025-07,,Mobile Wallet,BR-297,Success,Success,,False,10000.0,False,False,,True,False
DSB-0000940,BEN-000274,PK6370486215310507,7500,2025-02,2025-02-14,Mobile Wallet,BR-232,Pending,Pending,2025-02-14,False,7500.0,False,False,,True,False
DSB-0000586,BEN-000166,PK7252053443420420,5000,2025-07,2025-07-24,Bank Transfer,BR-126,Success,Success,2025-07-24,False,5000.0,False,False,,True,False
DSB-0038169,BEN-011561,PK3066915982087497,7500,2025-05,2025-05-23,Cash Pickup,BR-267,Succes,Success,2025-05-23,False,7500.0,False,False,,True,False
DSB-0048139,BEN-014590,PK3567019240443497,5000,2025-04,2025-04-23,Cash Pickup,BR-179,Reversed,Reversed,2025-04-23,False,5000.0,False,False,,True,False
DSB-0033564,BEN-010136,PK0038742633138344,7500,2025-07,2025-07-03,Mobile Wallet,BR-285,Success,Success,2025-07-03,False,7500.0,False,False,,True,False
DSB-0025348,BEN-007656,PK8795715867300924,"Rs. 7,500",2025-06,2025-06-22,Mobile Wallet,BR-135,Pending,Pending,2025-06-22,False,7500.0,False,False,,True,False
DSB-0036235,BEN-010957,PK9346955672586565,5000,2025-06,2025-06-18,Bank Transfer,BR-212,Success,Success,2025-06-18,False,5000.0,False,False,,True,False
DSB-0047382,BEN-014358,PK6096008933282057,8000,2025-07,2025-07-18,Bank Transfer,BR-148,Pending,Pending,2025-07-18,False,8000.0,False,False,,True,False
DSB-0019146,BEN-005788,PK2284760193665565,10000,2025-03,2025-03-03,Cash Pickup,BR-238,Success,Success,2025-03-03,False,10000.0,False,False,,True,False
DSB-0023655,BEN-007111,PK7599143254870428,8000,2025-02,2025-02-13,Cash Pickup,BR-269,Reversed,Reversed,2025-02-13,False,8000.0,False,False,,True,False
DSB-0007305,BEN-002234,PK0437731770428500,8000,2025-06,2025-06-18,Cash Pickup,BR-103,Success,Success,2025-06-18,False,8000.0,False,False,,True,False
DSB-0010012,BEN-003057,PK5109608512834641,5000,2025-04,2025-04-09,Cash Pickup,BR-148,Pending,Pending,2025-04-09,False,5000.0,False,False,,True,False
DSB-0039565,BEN-011977,PK1549553318830814,6000,2025-02,2025-02-27,Cash Pickup,BR-173,Pending,Pending,2025-02-27,False,6000.0,False,False,,True,False
DSB-0029258,BEN-008857,PK4834465294463522,5000,2025-07,2025-07-04,Cash Pickup,BR-239,Reversed,Reversed,2025-07-04,False,5000.0,False,False,,True,False
DSB-0007899,BEN-002426,PK9135998477970601,7500,2025-02,2025-02-24,Mobile Wallet,BR-172,Success,Success,2025-02-24,False,7500.0,False,False,,True,False
DSB-0000149,BEN-000037,PK1194840342502586,7500,2025-05,2025-05-28,Mobile Wallet,BR-129,Success,Success,2025-05-28,False,7500.0,False,False,,True,False
DSB-0032033,BEN-009696,PK5125868399544168,5000,2025-05,2025-05-09,Bank Transfer,BR-233,Success,Success,2025-05-09,False,5000.0,False,False,,True,False
DSB-0047649,BEN-014437,PK0582321995337123,8000,2025-03,2025-03-15,Mobile Wallet,BR-245,Success,Success,2025-03-15,False,8000.0,False,False,,True,False
DSB-0017632,BEN-005315,PK8551286731439782,7500,2025-03,2025-03-24,Mobile Wallet,BR-119,Success,Success,2025-03-24,False,7500.0,False,False,,True,False
DSB-0028156,BEN-008516,PK4296781807554483,8000,2025-04,2025-04-19,Bank Transfer,BR-151,Pending,Pending,2025-04-19,False,8000.0,False,False,,True,False
DSB-0031560,BEN-009537,PK1433119906530987,6000,2025-06,2025-06-26,Cash Pickup,BR-131,Pending,Pending,2025-06-26,False,6000.0,False,False,,True,False
DSB-0020376,BEN-006172,PK9445383121793840,6000,2025-07,2025-07-08,Bank Transfer,BR-136,Reversed,Reversed,2025-07-08,False,6000.0,False,False,,True,False
DSB-0007054,BEN-002164,PK0435566380796382,8000,2025-05,2025-05-22,Cash Pickup,BR-277,Reversed,Reversed,2025-05-22,False,8000.0,False,False,,True,False
DSB-0039612,BEN-011990,PK3511232602237493,10000,2025-05,2025-05-05,Cash Pickup,BR-135,Success,Success,2025-05-05,False,10000.0,False,False,,True,False
DSB-0010002,BEN-003055,PK2738016103808984,10000,2025-05,2025-05-21,Cash Pickup,BR-238,Success,Success,2025-05-21,False,10000.0,False,False,,True,False
DSB-0031416,BEN-009493,PK7291135449123361,6000,2025-03,2025-03-16,Bank Transfer,BR-168,Pending,Pending,2025-03-16,False,6000.0,False,False,,True,False
DSB-0001325,BEN-000388,PK2686128687231403,10000,2025-05,2025-05-15,Mobile Wallet,BR-177,pending,Pending,2025-05-15,False,10000.0,False,False,,True,False
DSB-0047129,BEN-014293,PK9425663231839371,6000,2025-04,2025-04-27,Mobile Wallet,BR-179,Success,Success,2025-04-27,False,6000.0,False,False,,True,False
DSB-0006130,BEN-001877,PK4465994587133695,10000,2025-05,2025-05-02,Mobile Wallet,BR-225,SUCCESS,Success,2025-05-02,False,10000.0,False,False,,True,False
DSB-0016504,BEN-004963,PK3206942963922002,"10,000",2025-07,2025-07-19,Bank Transfer,BR-198,Succes,Success,2025-07-19,False,10000.0,False,False,,True,False
DSB-0045112,BEN-013686,PK9851313756228316,7500,2025-05,2025-05-25,,BR-261,Reversed,Reversed,2025-05-25,False,7500.0,False,True,payment_method_missing,True,False
DSB-0017324,BEN-005220,PK1183445149217239,6000,2025-06,2025-06-05,Mobile Wallet,BR-198,SUCCESS,Success,2025-06-05,False,6000.0,False,False,,True,False
DSB-0018876,BEN-005706,PK9414750365121661,7500,2025-07,2025-07-21,Cash Pickup,BR-271,Reversed,Reversed,2025-07-21,False,7500.0,False,False,,True,False
DSB-0014684,BEN-004411,PK4711033382762729,10000,2025-07,2025-07-24,Mobile Wallet,BR-243,Success,Success,2025-07-24,False,10000.0,False,False,,True,False
DSB-0034745,BEN-010496,PK4207939758779042,8000,2025-07,2025-07-17,Cash Pickup,BR-161,Success,Success,2025-07-17,False,8000.0,False,False,,True,False
DSB-0021738,BEN-006546,PK4002709235331543,6000,2025-07,,Cash Pickup,BR-115,Success,Success,,False,6000.0,False,False,,True,False
DSB-0024547,BEN-007395,PK6676675668862551,5000,2025-07,2025-07-04,Bank Transfer,BR-212,Pending,Pending,2025-07-04,False,5000.0,False,False,,True,False
DSB-0034872,BEN-010541,PK6768917989489572,6000,2025-04,2025-04-28,Cash Pickup,BR-121,Success,Success,2025-04-28,False,6000.0,False,False,,True,False
DSB-0028276,BEN-008549,PK1737728737145148,10000,2025-06,2025-06-25,Bank Transfer,BR-118,Success,Success,2025-06-25,False,10000.0,False,False,,False,False
DSB-0016906,BEN-005099,PK5726629495036238,8000,2025-03,2025-03-17,Bank Transfer,BR-296,Success,Success,2025-03-17,False,8000.0,False,False,,True,False
DSB-0003493,BEN-001037,PK2361034740738460,7500,2025-02,2025-02-27,Mobile Wallet,BR-157,Success,Success,2025-02-27,False,7500.0,False,False,,True,False
DSB-0046536,BEN-014114,PK2683747095470619,10000,2025-03,2025-03-19,Cash Pickup,BR-246,Success,Success,2025-03-19,False,10000.0,False,False,,True,False
DSB-0037440,BEN-011346,PK9639531773236621,6000,2025-04,2025-04-15,Cash Pickup,BR-116,Reversed,Reversed,2025-04-15,False,6000.0,False,False,,True,False
DSB-0045493,BEN-013816,PK6377849623904052,7500,2025-02,2025-02-06,Bank Transfer,BR-254,Success,Success,2025-02-06,False,7500.0,False,False,,True,False
DSB-0040544,BEN-012290,PK2872848263916544,5000,2025-02,2025-02-18,Mobile Wallet,BR-293,Pending,Pending,2025-02-18,False,5000.0,False,False,,True,False
DSB-0004495,BEN-001373,PK9304038434510817,6000,2025-02,2025-02-17,Bank Transfer,BR-298,Success,Success,2025-02-17,False,6000.0,False,False,,True,False
DSB-0033980,BEN-010271,PK4165945109562237,"Rs. 8,000",2025-04,2025-04-14,Mobile Wallet,BR-278,Pending,Pending,2025-04-14,False,8000.0,False,False,,True,False
DSB-0042695,BEN-012928,PK0485182276994875,7500,2025-05,2025-05-19,Mobile Wallet,BR-199,Pending,Pending,2025-05-19,False,7500.0,False,False,,True,False
DSB-0016850,BEN-005082,PK0688876427551200,8000,2025-05,2025-05-20,Bank Transfer,BR-198,Reversed,Reversed,2025-05-20,False,8000.0,False,False,,True,False
DSB-0044140,BEN-013365,PK0773552649148472,8000,2025-06,2025-06-19,Mobile Wallet,BR-232,Success,Success,2025-06-19,False,8000.0,False,False,,True,False
DSB-0000734,BEN-000211,PK3234343039111265,5000,2025-04,2025-04-11,Mobile Wallet,BR-263,Success,Success,2025-04-11,False,5000.0,False,False,,True,False
DSB-0022986,BEN-006911,PK7827313300786375,6000,2025-04,2025-04-28,Bank Transfer,BR-223,Success,Success,2025-04-28,False,6000.0,False,False,,True,False
DSB-0034447,BEN-010401,PK4204767719399487,7500,2025-04,2025-04-11,Cash Pickup,BR-130,Success,Success,2025-04-11,False,7500.0,False,False,,True,False
DSB-0030593,BEN-009242,PK3170721999460078,8000,2025-04,2025-04-05,Bank Transfer,BR-291,Reversed,Reversed,2025-04-05,False,8000.0,False,False,,True,False
DSB-0053027,BEN-006372,PK9612173264518300,5000,2025-02,2025-02-10,Cash Pickup,BR-135,Pending,Pending,2025-02-10,False,5000.0,False,False,,True,False
DSB-0041388,BEN-012544,PK3317475797849714,8000,2025-05,2025-05-13,Bank Transfer,BR-298,Reversed,Reversed,2025-05-13,False,8000.0,False,False,,True,False
DSB-0027674,BEN-008374,PK8367102255200648,7500,2025-04,2025-04-13,Bank Transfer,BR-185,Success,Success,2025-04-13,False,7500.0,False,False,,True,False
DSB-0008353,BEN-002561,PK1425377206041967,8000,2025-02,2025-02-08,Bank Transfer,BR-209,Reversed,Reversed,2025-02-08,False,8000.0,False,False,,True,False
DSB-0011526,BEN-003498,PK7798894452636790,"Rs. 6,000",2025-04,2025-04-17,Mobile Wallet,BR-293,Success,Success,2025-04-17,False,6000.0,False,False,,True,False
DSB-0020918,BEN-006334,PK8262005910008015,7500,2025-05,2025-05-08,Bank Transfer,BR-180,Success,Success,2025-05-08,False,7500.0,False,False,,True,False
DSB-0006891,BEN-002110,PK8786445006235732,6000,2025-05,2025-05-12,Cash Pickup,BR-196,Success,Success,2025-05-12,False,6000.0,False,False,,True,False
DSB-0050284,BEN-013197,PK7580843609870790,7500,2025-03,2025-03-03,Mobile Wallet,BR-137,Success,Success,2025-03-03,False,7500.0,False,False,,True,False
DSB-0014724,BEN-004424,PK9590460156650070,6000,2025-05,2025-05-18,Mobile Wallet,BR-173,Success,Success,2025-05-18,False,6000.0,False,False,,True,False
DSB-0020094,BEN-006068,PK8460157751612211,10000,2025-06,2025-06-12,Bank Transfer,BR-263,Success,Success,2025-06-12,False,10000.0,False,False,,True,False
DSB-0004492,BEN-001370,PK2044183322218125,"Rs. 10,000",2025-05,2025-05-15,Bank Transfer,BR-192,Success,Success,2025-05-15,False,10000.0,False,False,,True,False
DSB-0007098,BEN-002173,PK7286327549632474,10000,2025-06,2025-06-12,Mobile Wallet,BR-235,Success,Success,2025-06-12,False,10000.0,False,False,,True,False
DSB-0044729,BEN-013552,PK2900828780045831,10000,2025-07,2025-07-04,Bank Transfer,BR-130,Reversed,Reversed,2025-07-04,False,10000.0,False,False,,True,False
DSB-0008215,BEN-002515,PK8975186083148031,10000,2025-02,2025-02-03,Cash Pickup,BR-222,Pending,Pending,2025-02-03,False,10000.0,False,False,,True,False
DSB-0039036,BEN-011822,PK5654750634748708,8000,2025-07,2025-07-20,Bank Transfer,BR-176,Success,Success,2025-07-20,False,8000.0,False,False,,True,False
DSB-0021269,BEN-006435,PK8646430890693543,7500,2025-06,2025-06-20,Bank Transfer,BR-119,Reversed,Reversed,2025-06-20,False,7500.0,False,False,,True,False
DSB-0020809,BEN-006307,PK7090703287717648,8000,2025-02,2025-02-01,Mobile Wallet,BR-162,Pending,Pending,2025-02-01,False,8000.0,False,False,,True,False
DSB-0051733,BEN-008483,PK1563710095957626,10000,2025-07,2025-07-13,Bank Transfer,BR-282,Pending,Pending,2025-07-13,False,10000.0,False,False,,True,False
DSB-0035679,BEN-010774,PK1420270389900243,8000,2025-05,2025-05-05,Bank Transfer,BR-274,Succes,Success,2025-05-05,False,8000.0,False,False,,True,False
DSB-0027903,BEN-008446,PK9492360355193413,7500,2025-03,2025-03-19,Cash Pickup,BR-293,Success,Success,2025-03-19,False,7500.0,False,False,,True,False
DSB-0034645,BEN-010462,PK4971984652688550,8000,2025-02,2025-02-19,Cash Pickup,BR-152,Success,Success,2025-02-19,False,8000.0,False,False,,True,False
DSB-0047675,BEN-014441,PK2734105965784802,5000,2025-06,2025-06-27,Cash Pickup,BR-263,Success,Success,2025-06-27,False,5000.0,False,False,,True,False
DSB-0034434,BEN-010392,PK7550204212263386,"Rs. 6,000",2025-07,2025-07-18,Cash Pickup,BR-112,Pending,Pending,2025-07-18,False,6000.0,False,False,,True,False
DSB-0052337,BEN-003277,PK6945939052726429,10000,2025-07,2025-07-01,Bank Transfer,BR-173,Pending,Pending,2025-07-01,False,10000.0,False,False,,True,False
DSB-0000942,BEN-000274,PK6370486215310507,7500,2025-05,2025-05-03,Cash Pickup,BR-145,Success,Success,2025-05-03,False,7500.0,False,False,,True,False
DSB-0043295,BEN-013114,PK1365429073028026,10000,2025-02,2025-02-16,Cash Pickup,BR-140,Reversed,Reversed,2025-02-16,False,10000.0,False,False,,True,False
DSB-0040905,BEN-012393,PK0841457938551183,10000,2025-06,2025-06-07,Mobile Wallet,BR-116,Reversed,Reversed,2025-06-07,False,10000.0,False,False,,True,False
DSB-0000684,BEN-000192,PK9216693982182960,8000,2025-06,2025-06-21,Bank Transfer,BR-255,Success,Success,2025-06-21,False,8000.0,False,False,,True,False
DSB-0030202,BEN-009136,PK4920928308448733,"8,000",2025-03,2025-03-16,Cash Pickup,BR-188,Success,Success,2025-03-16,False,8000.0,False,False,,True,False
DSB-0003454,BEN-001021,PK4512524693564497,7500,2025-04,2025-04-11,Cash Pickup,BR-140,Success,Success,2025-04-11,False,7500.0,False,False,,True,False
DSB-0014016,BEN-004217,PK0159911050230616,10000,2025-05,2025-05-08,Bank Transfer,BR-295,Success,Success,2025-05-08,False,10000.0,False,False,,True,False
DSB-0042874,BEN-012980,PK2173443810086945,10000,2025-02,2025-02-27,Cash Pickup,BR-125,Success,Success,2025-02-27,False,10000.0,False,False,,True,False
DSB-0032796,BEN-009922,PK4297894073206855,6000,2025-04,2025-04-24,Bank Transfer,BR-294,Success,Success,2025-04-24,False,6000.0,False,False,,True,False
DSB-0025442,BEN-007678,PK0620654934968137,5000,2025-02,2025-02-04,Mobile Wallet,BR-126,Success,Success,2025-02-04,False,5000.0,False,False,,True,False
DSB-0014252,BEN-004288,PK9815109840052617,8000,2025-05,2025-05-16,Bank Transfer,BR-293,Success,Success,2025-05-16,False,8000.0,False,False,,True,False
DSB-0029135,BEN-008820,PK8493883141695158,"7,500",2025-03,2025-03-26,Bank Transfer,BR-285,Pending,Pending,2025-03-26,False,7500.0,False,False,,True,False
DSB-0004148,BEN-001243,PK7820085242245585,7500,2025-05,2025-05-26,Bank Transfer,BR-169,Succes,Success,2025-05-26,False,7500.0,False,False,,True,False
DSB-0027750,BEN-008398,PK1117891007640755,6000,2025-02,2025-02-10,Cash Pickup,BR-207,Success,Success,2025-02-10,False,6000.0,False,False,,True,False
DSB-0020616,BEN-006247,PK2922145883000018,120000.0,2025-06,2025-06-01,Cash Pickup,BR-120,Success,Success,2025-06-01,False,,True,False,amount_flag,True,False
DSB-0008048,BEN-002461,PK7540953564757011,8000,2025-05,2025-05-28,Mobile Wallet,BR-109,Success,Success,2025-05-28,False,8000.0,False,False,,True,False
DSB-0039621,BEN-011992,PK0533817656744296,10000,2025-02,2025-02-04,Cash Pickup,BR-220,Success,Success,2025-02-04,False,10000.0,False,False,,True,False
DSB-0034130,BEN-010308,PK6972536302226327,7500,2025-02,2025-02-03,Bank Transfer,BR-260,Reversed,Reversed,2025-02-03,False,7500.0,False,False,,True,False
DSB-0021650,BEN-006522,PK5715630495143575,8000,2025-06,2025-06-22,Bank Transfer,BR-217,Success,Success,2025-06-22,False,8000.0,False,False,,True,False
DSB-0020752,BEN-006291,PK5963361725309643,7500,2025-05,2025-05-19,Cash Pickup,BR-263,Success,Success,2025-05-19,False,7500.0,False,False,,True,False
DSB-0039809,BEN-012048,PK6892337647119015,6000,2025-06,2025-06-24,Bank Transfer,BR-283,Success,Success,2025-06-24,False,6000.0,False,False,,True,False
DSB-0035058,BEN-010587,PK2628712753483172,5000,2025-06,2025-06-06,Bank Transfer,BR-173,Success,Success,2025-06-06,False,5000.0,False,False,,True,False
DSB-0020307,BEN-006143,PK3445948549432479,"Rs. 7,500",2025-06,2025-06-20,Bank Transfer,BR-249,Reversed,Reversed,2025-06-20,False,7500.0,False,False,,True,False
DSB-0025526,BEN-007700,PK8960303430850804,7500,2025-05,2025-05-05,Bank Transfer,BR-127,Success,Success,2025-05-05,False,7500.0,False,False,,True,False
DSB-0054458,BEN-000027,PK0709538979298491,8000,2025-06,2025-06-09,Cash Pickup,BR-249,Success,Success,2025-06-09,False,8000.0,False,False,,True,False
DSB-0035569,BEN-010740,PK5110306457139660,8000,2025-06,2025-06-24,Cash Pickup,BR-136,Pending,Pending,2025-06-24,False,8000.0,False,False,,True,False
DSB-0022535,BEN-006776,PK3561036422946285,6000,2025-06,2025-06-02,Mobile Wallet,BR-291,Success,Success,2025-06-02,False,6000.0,False,False,,True,False
DSB-0051362,BEN-012926,PK8356623301415573,10000,2025-02,2025-02-10,Cash Pickup,BR-191,Success,Success,2025-02-10,False,10000.0,False,False,,True,False
DSB-0042373,BEN-012834,PK5291977310427536,6000,2025-05,2025-05-24,Mobile Wallet,BR-136,Success,Success,2025-05-24,False,6000.0,False,False,,True,False
DSB-0010229,BEN-003127,PK5806074665514979,5000,2025-06,2025-06-13,Bank Transfer,BR-150,Success,Success,2025-06-13,False,5000.0,False,False,,True,False
DSB-0005830,BEN-001798,PK1728509242384065,10000,2025-02,2025-02-11,Mobile Wallet,BR-274,Success,Success,2025-02-11,False,10000.0,False,False,,True,False
DSB-0024174,BEN-007265,PK9875732681150881,8000,2025-02,2025-02-16,Bank Transfer,BR-237,Reversed,Reversed,2025-02-16,False,8000.0,False,False,,True,False
DSB-0003217,BEN-000960,PK0169603575796545,10000,2025-02,2025-02-12,Bank Transfer,BR-227,Success,Success,2025-02-12,False,10000.0,False,False,,True,False
DSB-0000144,BEN-000035,PK0374445130451855,10000,2025-06,2025-06-25,Cash Pickup,BR-252,Success,Success,2025-06-25,False,10000.0,False,False,,True,False
DSB-0042699,BEN-012929,PK2997085603307174,8000,2025-04,2025-04-10,Cash Pickup,BR-182,Pending,Pending,2025-04-10,False,8000.0,False,False,,True,False
DSB-0023138,BEN-006961,PK8221199342060589,7500,2025-03,2025-03-09,Bank Transfer,BR-139,Success,Success,2025-03-09,False,7500.0,False,False,,True,False
DSB-0035257,BEN-010657,PK6780595157116540,8000,2025-06,2025-06-28,Bank Transfer,BR-257,Success,Success,2025-06-28,False,8000.0,False,False,,True,False
DSB-0007016,BEN-002146,PK8640572889461447,8000,2025-07,2025-07-13,Bank Transfer,BR-291,Success,Success,2025-07-13,False,8000.0,False,False,,True,False
DSB-0015003,BEN-004502,PK8029456406573903,5000,2025-06,2025-06-24,Bank Transfer,BR-263,Success,Success,2025-06-24,False,5000.0,False,False,,True,False
DSB-0019409,BEN-005863,PK5642440826476579,10000,2025-07,2025-07-01,Bank Transfer,BR-297,Pending,Pending,2025-07-01,False,10000.0,False,False,,True,False
DSB-0001365,BEN-000401,PK5681176822388384,10000,2025-04,2025-04-19,Mobile Wallet,BR-136,Success,Success,2025-04-19,False,10000.0,False,False,,True,False
DSB-0051400,BEN-000886,PK3821403279783393,5000,2025-07,2025-07-04,Bank Transfer,BR-241,Reversed,Reversed,2025-07-04,False,5000.0,False,False,,True,False
DSB-0044367,BEN-013433,PK8507795381760034,8000,2025-06,2025-06-19,,BR-247,Pending,Pending,2025-06-19,False,8000.0,False,True,payment_method_missing,True,False
DSB-0021737,BEN-006546,PK4002709235331543,5000,2025-06,2025-06-11,Bank Transfer,BR-264,Reversed,Reversed,2025-06-11,False,5000.0,False,False,,True,False
DSB-0054444,BEN-005050,PK0709538979298491,10000,2025-02,2025-02-06,Bank Transfer,BR-156,Reversed,Reversed,2025-02-06,False,10000.0,False,False,,True,False
DSB-0044752,BEN-013558,PK7566178905194776,7500,2025-03,2025-03-02,Mobile Wallet,BR-228,Success,Success,2025-03-02,False,7500.0,False,False,,True,False
DSB-0022388,BEN-006728,PK8793530492477142,6000,2025-02,2025-02-01,Cash Pickup,BR-255,Success,Success,2025-02-01,False,6000.0,False,False,,True,False
DSB-0046338,BEN-014056,PK4295134453550390,7500,2025-07,2025-07-13,Mobile Wallet,BR-112,Pending,Pending,2025-07-13,False,7500.0,False,False,,True,False
DSB-0026717,BEN-008087,PK0658742110133839,7500,2025-05,2025-05-21,Mobile Wallet,BR-155,Success,Success,2025-05-21,False,7500.0,False,False,,True,False
DSB-0052673,BEN-008993,PK5923146573738372,150000.0,2025-05,2025-05-04,Mobile Wallet,BR-216,Success,Success,2025-05-04,False,,True,False,amount_flag,True,False
DSB-0040325,BEN-012214,PK6352032017675486,6000,2025-05,2025-05-01,Mobile Wallet,BR-214,Success,Success,2025-05-01,False,6000.0,False,False,,True,False
DSB-0010916,BEN-003329,PK3877920399577230,10000,2025-05,2025-05-22,Mobile Wallet,BR-279,Success,Success,2025-05-22,False,10000.0,False,False,,True,False
DSB-0053749,BEN-012192,PK7314783787488653,8000,2025-05,2025-05-14,Mobile Wallet,BR-199,SUCCESS,Success,2025-05-14,False,8000.0,False,False,,True,False
DSB-0033448,BEN-010104,PK4085594431559657,8000,2025-02,2025-02-17,Bank Transfer,BR-167,Success,Success,2025-02-17,False,8000.0,False,False,,True,False
DSB-0001284,BEN-000377,PK3478301304931324,6000,2025-02,2025-02-24,Cash Pickup,BR-183,Success,Success,2025-02-24,False,6000.0,False,False,,True,False
DSB-0052074,BEN-008583,PK4784168124510561,6000,2025-04,2025-04-27,Cash Pickup,BR-207,Reversed,Reversed,2025-04-27,False,6000.0,False,False,,True,False
DSB-0042110,BEN-012756,PK7366810067656094,6000,2025-05,2025-05-11,Bank Transfer,BR-192,pending,Pending,2025-05-11,False,6000.0,False,False,,True,False
DSB-0000860,BEN-000246,PK3381845134650490,5000,2025-06,2025-06-19,Cash Pickup,BR-200,Pending,Pending,2025-06-19,False,5000.0,False,False,,True,False
DSB-0017619,BEN-005312,PK9534730697769644,5000,2025-02,2025-02-07,Bank Transfer,BR-228,Pending,Pending,2025-02-07,False,5000.0,False,False,,True,False
DSB-0051260,BEN-014930,PK8504361618211133,5000,2025-07,2025-07-15,Mobile Wallet,BR-219,Reversed,Reversed,2025-07-15,False,5000.0,False,False,,True,False
DSB-0023895,BEN-007177,PK0620933229448391,"Rs. 6,000",2025-04,2025-04-02,Mobile Wallet,BR-219,Reversed,Reversed,2025-04-02,False,6000.0,False,False,,True,False
DSB-0033032,BEN-009984,PK2031128694130181,10000,2025-02,2025-02-20,Cash Pickup,BR-123,Success,Success,2025-02-20,False,10000.0,False,False,,True,False
DSB-0052819,BEN-013911,PK8866676924307517,10000,2025-05,2025-05-26,Mobile Wallet,BR-259,Reversed,Reversed,2025-05-26,False,10000.0,False,False,,True,False
DSB-0020739,BEN-006283,PK8614321738157735,7500,2025-07,2025-07-11,Cash Pickup,BR-119,Success,Success,2025-07-11,False,7500.0,False,False,,True,False
DSB-0005680,BEN-001751,PK1987262349167218,8000,2025-03,2025-03-16,Mobile Wallet,BR-124,Success,Success,2025-03-16,False,8000.0,False,False,,True,False
DSB-0006464,BEN-001968,PK6621340381085354,8000,2025-06,2025-06-16,Cash Pickup,BR-237,Success,Success,2025-06-16,False,8000.0,False,False,,True,False
DSB-0016254,BEN-004899,PK3108909527073785,8000,2025-07,2025-07-15,Bank Transfer,BR-162,Reversed,Reversed,2025-07-15,False,8000.0,False,False,,True,False
DSB-0006565,BEN-001999,PK1884659543114654,7500,2025-07,,Bank Transfer,BR-289,Success,Success,,False,7500.0,False,False,,True,False
DSB-0046529,BEN-014113,PK1219243883771466,10000,2025-02,2025-02-20,Bank Transfer,BR-123,Pending,Pending,2025-02-20,False,10000.0,False,False,,True,False
DSB-0028927,BEN-008743,PK9817985604102848,7500,2025-05,2025-05-14,Cash Pickup,BR-187,Success,Success,2025-05-14,False,7500.0,False,False,,True,False
DSB-0011086,BEN-003368,PK9442764117609566,6000,2025-06,2025-06-11,Mobile Wallet,BR-247,Success,Success,2025-06-11,False,6000.0,False,False,,True,False
DSB-0040224,BEN-012182,PK2944501585348005,"Rs. 6,000",2025-03,2025-03-14,Bank Transfer,BR-241,Success,Success,2025-03-14,False,6000.0,False,False,,True,False
DSB-0038233,BEN-011577,PK1912418728995512,8000,2025-05,2025-05-06,Cash Pickup,BR-115,Success,Success,2025-05-06,False,8000.0,False,False,,True,False
DSB-0000461,BEN-000134,PK7017501206779291,8000,2025-05,2025-05-18,Cash Pickup,BR-134,Success,Success,2025-05-18,False,8000.0,False,False,,True,False
DSB-0023270,BEN-006998,PK6239440609216111,7500,2025-07,2025-07-02,Mobile Wallet,BR-212,success,Success,2025-07-02,False,7500.0,False,False,,True,False
DSB-0013015,BEN-003921,PK4838371849922409,10000,2025-04,2025-04-17,Bank Transfer,BR-109,Success,Success,2025-04-17,False,10000.0,False,False,,True,False
DSB-0020486,BEN-006203,PK1457280558419815,7500,2025-06,2025-06-17,Bank Transfer,BR-246,Success,Success,2025-06-17,False,7500.0,False,False,,True,False
DSB-0031274,BEN-009449,PK7544560077670324,5000,2025-02,2025-02-09,Cash Pickup,BR-259,Success,Success,2025-02-09,False,5000.0,False,False,,True,False
DSB-0009534,BEN-002911,PK0964218032508863,"Rs. 6,000",2025-07,2025-07-08,Bank Transfer,BR-147,Success,Success,2025-07-08,False,6000.0,False,False,,True,False
DSB-0042060,BEN-012733,PK7543301165615611,10000,2025-06,2025-06-07,Mobile Wallet,BR-274,Succes,Success,2025-06-07,False,10000.0,False,False,,True,False
DSB-0023963,BEN-007202,PK4382911136212965,7500,2025-02,2025-02-13,Bank Transfer,BR-191,Success,Success,2025-02-13,False,7500.0,False,False,,True,False
DSB-0051679,BEN-008768,PK8886757858074550,"Rs. 10,000",2025-05,2025-05-13,Bank Transfer,BR-223,Success,Success,2025-05-13,False,10000.0,False,False,,True,False
