beneficiary_id,full_name_beneficiary,father_or_husband_name,gender_beneficiary,date_of_birth_beneficiary,cnic,phone_number,marital_status,household_size,monthly_income_pkr,address_line,city,province,bank_account_number,welfare_program,registration_date,registration_channel,status,gender_clean_beneficiary,status_clean,date_of_birth_clean_beneficiary,dob_parse_failed_beneficiary,registration_date_clean,reg_date_parse_failed,monthly_income_clean,income_flag,phone_missing,address_missing_beneficiary,is_duplicate_row,data_quality_flags_beneficiary,national_id_no,full_name_national,gender_national,date_of_birth_national,address,id_issue_date,id_status,linked_beneficiary_id,gender_clean_national,date_of_birth_clean_national,dob_parse_failed_national,id_issue_date_clean,issue_date_parse_failed,address_missing_national,id_status_missing,no_linked_beneficiary,data_quality_flags_national,cnic_mismatch_flag
BEN-000867,Ray Hunter,Matthew Roberts,Male,1947-08-06,26108-7599799-2,0303-4717547,Widowed,7,15000.0,573 Collins Point,Karachi,Sindh,PK5146665088120651,Flood Relief Assistance,2024-07-29,NGO Referral,Actve,Male,Active,1947-08-06,False,2024-07-29,False,15000.0,False,False,False,False,,26108-7599799-2,Ray Hunter,Male,1947-08-06,"573 Collins Point, Karachi",2019-10-12,Active,BEN-000867,Male,1947-08-06,False,2019-10-12,False,False,False,False,,False
BEN-000868,Donna  Irwin,Thomas Hudson,Female,1949-03-13,26497-1668827-1,0345-5033952,Single,8,12000.0,00014 Cobb Avenue Apt. 196,Sukkur,Sindh,PK2831334704701016,Widow & Orphan Support Program,2023-02-07,NGO Referral,Suspended,Female,Suspended,1949-03-13,False,2023-02-07,False,12000.0,False,False,False,False,,26497-1668827-1,oDnna Irwin,Female,1949-03-13,"00014 Cobb Ave Apt. 196, Sukkur",2023-12-12,Expired,BEN-000868,Female,1949-03-13,False,2023-12-12,False,False,False,False,,False
BEN-000869,Rachel Dawson,Raymond Bishop,Female,1971-07-26,64616-3864949-9,0301-2022149,Widowed,9,20000.0,6194 Sarah Ridge,Mardan,Khyber Pakhtunkhwa,PK1195354980425213,Elderly Pension Program,2022-06-10,In-Person Center,Active,Female,Active,1971-07-26,False,2022-06-10,False,20000.0,False,False,False,False,,,,,,,,,,,,,,,,,,,False
BEN-000870,Stacey Snyder,Steven Daniel,Female,1991-05-28,85377-2100215-9,0345-3173003,Married,3,25000.0,98157 Tiffany Heights,Faisalabad,Punjab,PK9872849130632461,Elderly Pension Program,2023-01-03,In-Person Center,Inactive,Female,Inactive,1991-05-28,False,2023-01-03,False,25000.0,False,False,False,False,,85377-2100215-9,Stacey Snyder,Female,28-05-1991,"98157 Tiffany Heights, Faisalabad, Punjab",2017-03-28,Active,BEN-000870,Female,1991-05-28,False,2017-03-28,False,False,False,False,,False
BEN-000871,Latasha Mcconnell,Billy Bush,Female,1990-10-29,93691-7815853-9,0302-1334566,Widowed,2,20000.0,21229 George Shoals,Sialkot,Punjab,PK0747968602744488,Widow & Orphan Support Program,2020-06-07,Mobile Registration Van,Active,Female,Active,1990-10-29,False,2020-06-07,False,20000.0,False,False,False,False,,93691-7815853-9,atasha Mcconnell,Female,1990-10-29,"Punjab, Sialkot, 21229 George Shoals",2013-02-06,Active,BEN-000871,Female,1990-10-29,False,2013-02-06,False,False,False,False,,False
BEN-000872,Ryan Waters,Andrew Mathews,Male,1989-10-16,88055-5532570-4,0301-2524762,Divorced,7,5000.0,992 Jamie Stream,Rawalpindi,Punjab,PK2987915305607803,Elderly Pension Program,2020-03-05,Online Portal,Suspended,Male,Suspended,1989-10-16,False,2020-03-05,False,5000.0,False,False,False,False,,88055-5532570-4,Ryan Waters,Male,1989-10-16,"992 Jamie Stream, Rawalpindi, Punjab",2021-06-30,Active,BEN-000872,Male,1989-10-16,False,2021-06-30,False,False,False,False,,False
BEN-000873,Jacqueline Johnson,Shawn Savage,Female,2001-05-12,66140-3148025-7,0300-7899471,Divorced,9,0.0,6721 Amanda Spur,Lahore,Punjab,PK1577693632257879,Elderly Pension Program,2020-04-24,Online Portal,Inactive,Female,Inactive,2001-05-12,False,2020-04-24,False,0.0,False,False,False,False,,66140-3148025-7,Jacqueline Johnson,Female,2001-05-11,"6721 Amanda Spur, Lahore, Punjab",2012-02-10,Active,BEN-000873,Female,2001-05-11,False,2012-02-10,False,False,False,False,,False
BEN-000874,Thomas Duncan,Chris Kemp,M,08/09/1951,65146-8852312-2,0301-0829258,Divorced,1,15000.0,194 Coleman Falls Suite 866,Peshawar,Khyber Pakhtunkhwa,PK2054584667980303,Elderly Pension Program,2020-10-04,In-Person Center,Active,Male,Active,1951-09-08,False,2020-10-04,False,15000.0,False,False,False,False,,65146-8852312-2,THOMAS DUNCAN,Male,1951-09-08,"194 Coleman Falls Suite 866, Peshawar, Khyber Pakhtunkhwa",2023-03-31,Active,BEN-000874,Male,1951-09-08,False,2023-03-31,False,False,False,False,,False
BEN-000875,Matthew  Shannon,Jack Mcdaniel,Male,1953-04-04,69985-7554528-4,,Single,6,0.0,908 Natalie Drive Suite 065,Swat,Khyber Pakhtunkhwa,PK1313962012589399,Flood Relief Assistance,2024-04-17,Mobile Registration Van,Suspended,Male,Suspended,1953-04-04,False,2024-04-17,False,0.0,False,True,False,False,phone_missing,69985-7554528-4,Matthew Shannon,Male,1953-04-04,"908 Natalie Drive Suite 065, Swat, Khyber Pakhtunkhwa",2013-01-14,Active,BEN-000875,Male,1953-04-04,False,2013-01-14,False,False,False,False,,False
BEN-000876,Jennifer Torres,Aaron Callahan,Female,2005-02-20,10634-4582034-0,0300-9473540,Widowed,1,15000.0,2458 Reese Parks Suite 761,Larkana,Sindh,PK1421070721086882,Cash Transfer Program,2023-08-13,NGO Referral,Active,Female,Active,2005-02-20,False,2023-08-13,False,15000.0,False,False,False,False,,10634-4582034-0,Jennifer Torres,Female,2005-02-20,"2458 Reese Parks Suite 761, Larkana, Sindh",2017-01-25,Expired,BEN-000876,Female,2005-02-20,False,2017-01-25,False,False,False,False,,False
BEN-000877,Tommy Hickman,Edward Anderson,Male,1980-09-08,22825-4391976-1,,Widowed,2,20000.0,03888 Mcdaniel Locks Suite 834,Karachi,Sindh,PK0451676015665012,Elderly Pension Program,2020-09-20,In-Person Center,Suspended,Male,Suspended,1980-09-08,False,2020-09-20,False,20000.0,False,True,False,False,phone_missing,22825-4391976-1,Tommy hickman,Male,1980-09-08,"03888 Mcdaniel Locks Suite 834, Karachi, Sindh",2012-01-14,Active,BEN-000877,Male,1980-09-08,False,2012-01-14,False,False,False,False,,False
BEN-000878,Jonathan Roberts  ,Alan Marshall,Male,1967-01-12,22060-3619655-6,0303-4900868,Married,9,25000.0,796 Christopher Garden Apt. 439,Mardan,Khyber Pakhtunkhwa,PK4111588968492467,Elderly Pension Program,2024-12-01,NGO Referral,Active,Male,Active,1967-01-12,False,2024-12-01,False,25000.0,False,False,False,False,,,,,,,,,,,,,,,,,,,False
BEN-000879,Philip Reyes,Michael Cooper,Male,1942-09-09,23082-2464404-6,0320-4337395,Married,2,12000.0,1611 Nathaniel Well,Gwadar,Balochistan,PK9351920935100203,Widow & Orphan Support Program,2024-03-31,NGO Referral,Suspended,Male,Suspended,1942-09-09,False,2024-03-31,False,12000.0,False,False,False,False,,23082-2464404-6,Philip Reyes,Male,1942-09-09,"1611 Nathaniel Well, Gwadar",2017-01-27,Active,BEN-000879,Male,1942-09-09,False,2017-01-27,False,False,False,False,,False
BEN-000880,Christopher Owens,Christopher Ibarra,Male,1943-08-12,65721-9305686-9,0303-2134926,Married,6,8000.0,68566 Nicole Flat Apt. 076,Mardan,Khyber Pakhtunkhwa,PK6608257447533008,Widow & Orphan Support Program,2020-09-29,In-Person Center,Suspended,Male,Suspended,1943-08-12,False,2020-09-29,False,8000.0,False,False,False,False,,65721-9305684-9,Christopher Owens,Male,1943-08-12,"Khyber Pakhtunkhwa, Mardan, 68566 Nicole Flat Apt. 076",2023-03-27,Active,BEN-000880,Male,1943-08-12,False,2023-03-27,False,False,False,False,,True
BEN-000881,Dylan Patterson,Michael Brady,Male,1972-07-18,72697-8291485-8,0302-2949338,Widowed,2,8000.0,23678 Daniel Knoll Apt. 093,Faisalabad,Punjab,PK2752837005372165,Cash Transfer Program,2024-07-17,Mobile Registration Van,Inactive,Male,Inactive,1972-07-18,False,2024-07-17,False,8000.0,False,False,False,False,,72697-8291485-5,Dylan Patterson,Male,1972-07-18,"Punjab, Faisalabad, 23678 Daniel Knoll Apt. 093",2024-07-30,Active,BEN-000881,Male,1972-07-18,False,2024-07-30,False,False,False,False,,True
BEN-000882,Gina Brown,Donald Compton,Female,16/11/1989,09614-4992000-4,0302-0286624,Married,2,25000.0,8244 Ralph Extensions Suite 612,Mardan,Khyber Pakhtunkhwa,PK9426763684966840,Widow & Orphan Support Program,2023-03-29,In-Person Center,Inactive,Female,Inactive,1989-11-16,False,2023-03-29,False,25000.0,False,False,False,False,,,,,,,,,,,,,,,,,,,False
BEN-000883,Heather Costa,Francisco Moore,F,2006-07-24,93798-3865248-6,0345-5907521,Married,4,20000.0,0650 Michael Gateway Suite 547,Karachi,Sindh,PK3965700365022165,Widow & Orphan Support Program,2021-02-09,NGO Referral,Active,Female,Active,2006-07-24,False,2021-02-09,False,20000.0,False,False,False,False,,93798-3865248-6,Heather Costa,Female,2006-07-24,"0650 Michael Gateway Suite 547, Karachi",2016-06-18,Active,BEN-000883,Female,2006-07-24,False,2016-06-18,False,False,False,False,,False
BEN-000884,amy white,Justin Young,Female,1943-04-16,04130-4882610-9,0301-2349940,Divorced,2,12000.0,410 Patricia Haven Apt. 384,karachi,Sindh,PK2882385101354811,Disability Support Program,2024-07-30,Mobile Registration Van,Suspended,Female,Suspended,1943-04-16,False,2024-07-30,False,12000.0,False,False,False,False,,04130-4882610-9,Amy White,Female,1943-04-14,"Sindh, Karachi, 410 Patricia Haven Apt. 384",2015-01-11,Active,BEN-000884,Female,1943-04-14,False,2015-01-11,False,False,False,False,,False
BEN-000885,Matthew Brooks,Mitchell Mitchell,Male,1973-10-08,16086-7430884-8,0345-7180561,Married,9,20000.0,9110 Charles Gardens,Sukkur,Sindh,PK3299230332660167,Widow & Orphan Support Program,2025-01-08,NGO Referral,Actve,Male,Active,1973-10-08,False,2025-01-08,False,20000.0,False,False,False,False,,16086-7430884-8,Matthew Brooks,Male,08-10-1973,"Sindh, Sukkur, 9110 Charles Gardens",2014-06-27,Active,BEN-000885,Male,1973-10-08,False,2014-06-27,False,False,False,False,,False
BEN-000886,Sarah Singh,Lonnie Parker,Female,1954-10-05,90266-2194588-0,0303-7614739,Widowed,5,12000.0,694 Wagner Fords Suite 406,Bahawalpur,Punjab,PK1847157212602555,Cash Transfer Program,2019-09-08,Mobile Registration Van,Active,Female,Active,1954-10-05,False,2019-09-08,False,12000.0,False,False,False,False,,,,,,,,,,,,,,,,,,,False
BEN-000887,Loretta Warner,Joseph Jones,Female,2008-08-08,43852-3134872-7,0303-3691788,Single,8,5000.0,527 Watson Light,Multan,Punjab,PK4722476850472542,Elderly Pension Program,2024-06-13,Online Portal,Active,Female,Active,2008-08-08,False,2024-06-13,False,5000.0,False,False,False,False,,43852-3134872-7,Loreta Warner,Female,2008-08-08,"527 Watson Light, Multan",2013-03-29,Active,BEN-000887,Female,2008-08-08,False,2013-03-29,False,False,False,False,,False
BEN-000888,Elizabeth Kelly,Jeffrey Baldwin,Female,1989-01-28,80398-8812529-9,0333-6999802,Divorced,6,12000.0,294 Benjamin Views Suite 651,Rawalpindi,Punjab,PK3159404983415868,Cash Transfer Program,2020-07-15,Mobile Registration Van,Active,Female,Active,1989-01-28,False,2020-07-15,False,12000.0,False,False,False,False,,80398-8812529-9,Elizabeth Kelly,Female,1989-01-28,"294 Benjamin Views Suite 651, Rawalpindi",2017-12-30,Active,BEN-000888,Female,1989-01-28,False,2017-12-30,False,False,False,False,,False
BEN-000889,Joseph Weaver,Patrick Snyder,Male,1996-12-07,65504-4084376-1,0333-7240114,Widowed,4,12000.0,89605 Rebecca Crossroad,Larkana,Sindh,PK0605747890241967,Elderly Pension Program,2024-03-21,NGO Referral,Inactive,Male,Inactive,1996-12-07,False,2024-03-21,False,12000.0,False,False,False,False,,65504-4084376-1,Joseph Weaver  ,Male,1996-12-07,"Sindh, Larkana, 89605 Rebecca Crossroad",2012-04-06,Active,BEN-000889,Male,1996-12-07,False,2012-04-06,False,False,False,False,,False
BEN-000890,Rebecca Mckinney,John Hart,Female,1997-03-12,84066-8886257-4,0301-9148200,Divorced,8,0.0,8295 Jason Drive Apt. 204,Hyderabad,Sindh,PK6921900406616343,Cash Transfer Program,2024-12-10,Mobile Registration Van,Active,Female,Active,1997-03-12,False,2024-12-10,False,0.0,False,False,False,False,,84066-8886257-4,Rebecca Mckinney,Female,1997-03-12,"Sindh, Hyderabad, 8295 Jason Drive Apt. 204",2014-09-14,Active,BEN-000890,Female,1997-03-12,False,2014-09-14,False,False,False,False,,False
BEN-000891,Jamie Sanders,Ethan Archer,Male,1992-12-06,51098-3200857-4,0310-8006929,Single,3,5000.0,113 Golden Squares,Mardan,Khyber Pakhtunkhwa,PK2979673601831412,Flood Relief Assistance,2022-05-31,In-Person Center,Active,Male,Active,1992-12-06,False,2022-05-31,False,5000.0,False,False,False,False,,51098-3200257-4,jamie snaders,Male,1992-12-06,"113 Golden Squares, Mardan",2021-06-15,Active,BEN-000891,Male,1992-12-06,False,2021-06-15,False,False,False,False,,True
BEN-000892,Jose Ruiz,Kenneth Perry,Male,1979-11-01,93954-1109193-1,0303-1995737,Single,2,25000.0,90037 Blackwell Skyway Apt. 715,Sialkot,Punjab,PK6506609521926670,Elderly Pension Program,2022-06-09,In-Person Center,Active,Male,Active,1979-11-01,False,2022-06-09,False,25000.0,False,False,False,False,,93954-1109193-1,  Jose Ruiz,Male,1979-11-01,"90037 Blackwell Skyway Apt. 715, Sialkot, Punjab",2022-01-22,Active,BEN-000892,Male,1979-11-01,False,2022-01-22,False,False,False,False,,False
BEN-000893,Richard Pruitt,Bobby Oneal,Male,1989-10-15,12134-3069313-5,0333-4453472,Married,8,5000.0,02230 Debra Greens,Swat  ,Khyber Pakhtunkhwa,PK2755608214611647,Disability Support Program,2020-10-23,Mobile Registration Van,Active,Male,Active,1989-10-15,False,2020-10-23,False,5000.0,False,False,False,False,,,,,,,,,,,,,,,,,,,False
BEN-000894,Zachary Schneider,Dustin Moore,Male,1978-08-29,82226-0053514-5,0333-5133836,Married,9,8000.0,300 Dennis Shoal Apt. 729,Abbottabad,Khyber Pakhtunkhwa,PK7769237328800216,Flood Relief Assistance,2021-03-07,Online Portal,Active,Male,Active,1978-08-29,False,2021-03-07,False,8000.0,False,False,False,False,,82226-0053514-5,Zacary Schneider,Male,1978-08-29,"300 Dennis Shoal Apt. 729, Abbottabad, Khyber Pakhtunkhwa",2021-11-12,Active,BEN-000894,Male,1978-08-29,False,2021-11-12,False,False,False,False,,False
BEN-000895,Christopher Kelly,Roy Lewis,Male,1958-10-27,03639-7592874-7,0303-4947156,Married,9,0.0,39271 Hill Plains,Sibi,Balochistan,PK8006179329359359,Disability Support Program,2020-03-07,In-Person Center,Active,Male,Active,1958-10-27,False,2020-03-07,False,0.0,False,False,False,False,,03639-7592874-7,Christopher kelly,Male,1958-10-27,"39271 Hill Plains, Sibi, Balochistan",2012-05-04,Active,BEN-000895,Male,1958-10-27,False,2012-05-04,False,False,False,False,,False
BEN-000896,Alexander Holmes,Kurt Wright MD,Male,1974-03-17,99816-6046703-1,0302-5650808,Married,1,8000.0,0073 Robin Falls Apt. 558,Sukkur,Sindh,PK9443729004719657,Elderly Pension Program,2024-08-14,Mobile Registration Van,Suspended,Male,Suspended,1974-03-17,False,2024-08-14,False,8000.0,False,False,False,False,,99816-6046703-1,Alexander Holmes,Male,1974-03-17,"Sindh, Sukkur, 0073 Robin Falls Apt. 558",2012-07-12,,BEN-000896,Male,1974-03-17,False,2012-07-12,False,False,True,False,id_status_missing,False
BEN-000897,Steve Brown,Keith Rowe MD,Male,1971-09-07,16686-4565543-2,0302-4201043,Widowed,2,5000.0,59663 James Stravenue,Gwadar,Balochistan,PK0485993338441170,Flood Relief Assistance,2023-05-16,NGO Referral,Actve,Male,Active,1971-09-07,False,2023-05-16,False,5000.0,False,False,False,False,,16686-4565543-2,Steve brown,Male,1971-09-07,"Balochistan, Gwadar, 59663 James Stravenue",2018-10-23,Active,BEN-000897,Male,1971-09-07,False,2018-10-23,False,False,False,False,,False
BEN-000898,Anthony Jackson,James Green,Male,1962-01-05,05126-9932460-1,,Divorced,7,8000.0,11704 Bowman Ford,Quetta,Balochistan,PK7970508972007918,Cash Transfer Program,2019-10-17,Mobile Registration Van,Active,Male,Active,1962-01-05,False,2019-10-17,False,8000.0,False,True,False,False,phone_missing,05126-9932460-1,anthony jackson,Male,1962-01-05,"11704 Bowman Ford, Quetta, Balochistan",2022-11-13,Active,BEN-000898,Male,1962-01-05,False,2022-11-13,False,False,False,False,,False
BEN-000899,Zachary Solis Jr.,James Shepherd,Male,1979-04-23,26319-7368898-4,0300-6826054,Divorced,9,5000.0,11691 Berry Bypass Apt. 696,Larkana,Sindh,PK1533073452912414,Widow & Orphan Support Program,2023-03-11,Online Portal,Inactive,Male,Inactive,1979-04-23,False,2023-03-11,False,5000.0,False,False,False,False,,26319-7368898-4,Zachary Solis Jr.,Male,1979-04-23,"11691 Berry Bypass Apt. 696, Larkana, Sindh",2016-04-23,Active,BEN-000899,Male,1979-04-23,False,2016-04-23,False,False,False,False,,False
BEN-000900,Danielle Garcia,Robert Alvarez,Female,1950-07-16,03629-4726151-8,0303-1415724,Single,4,25000.0,2421 Hurley Underpass Apt. 508,Sibi,Balochistan,PK3467618721012572,Flood Relief Assistance,2020-10-19,Mobile Registration Van,inactive,Female,Inactive,1950-07-16,False,2020-10-19,False,25000.0,False,False,False,False,,03629-4726151-8,DANIELLE GARCIA,Female,16-07-1950,"Balochistan, Sibi, 2421 Hurley Underpass Apt. 508",2016-12-05,Active,BEN-000900,Female,1950-07-16,False,2016-12-05,False,False,False,False,,False
BEN-000901,William Hernandez,Jerome Evans,Male,1995-05-09,07803-6772714-6,0303-2038924,Widowed,2,0.0,384 Anna Cliff,Sukkur,Sindh,PK6471606022505061,Cash Transfer Program,2025-02-02,NGO Referral,Suspended,Male,Suspended,1995-05-09,False,2025-02-02,False,0.0,False,False,False,False,,07803-6772714-6,William Hernandez,Male,09-05-1995,"384 Anna Cliff, Sukkur, Sindh",2015-07-30,Expired,BEN-000901,Male,1995-05-09,False,2015-07-30,False,False,False,False,,False
BEN-000902,Jocelyn Carson,Michael Hernandez,Female,1974-12-26,77329-2753597-4,0303-4979806,Married,8,25000.0,46427 Cooke Falls Apt. 465,Abbottabad,Khyber Pakhtunkhwa,PK7107312266349992,Elderly Pension Program,2023-10-05,NGO Referral,Inactive,Female,Inactive,1974-12-26,False,2023-10-05,False,25000.0,False,False,False,False,,77329-2753597-4,Jocelyn  Carson,Female,1974-12-26,"46427 Cooke Falls Apt. 465, Abbottabad",2021-05-15,Active,BEN-000902,Female,1974-12-26,False,2021-05-15,False,False,False,False,,False
BEN-000903,brent huff,Steven Walker,Male,1989-11-16,94157-7466874-2,0310-7950139,Married,8,12000.0,0483 Ashley Roads Apt. 250,Larkana,Sindh,PK9170550327622430,Flood Relief Assistance,2024-05-26,Mobile Registration Van,Suspended,Male,Suspended,1989-11-16,False,2024-05-26,False,12000.0,False,False,False,False,,94157-7466874-2,Brent Huff,Male,1989-11-16,"0483 Ashley Rds Apt. 250, Larkana",2022-03-14,Active,BEN-000903,Male,1989-11-16,False,2022-03-14,False,False,False,False,,False
BEN-000904,Christopher Reed,Brandon Johnson,Male,21/02/1995,07414-3133560-3,0345-4687494,Widowed,8,8000.0,4856 Gregory Meadow,  Lahore,Punjab,PK7263506165234962,Widow & Orphan Support Program,2022-06-04,NGO Referral,Suspended,Male,Suspended,1995-02-21,False,2022-06-04,False,8000.0,False,False,False,False,,07414-3133560-3,Christopher Reed,Male,1995-02-21,"Punjab, Lahore, 4856 Gregory Meadow",2016-05-09,Active,BEN-000904,Male,1995-02-21,False,2016-05-09,False,False,False,False,,False
BEN-000905,Michelle Walker,Mark Robinson,Female,1984-01-07,72475-0814528-1,0310-2791168,Divorced,8,15000.0,55168 Walsh Underpass Apt. 833,Gwadar,Balochistan,PK7496453275334137,Cash Transfer Program,2020-07-02,In-Person Center,Actve,Female,Active,1984-01-07,False,2020-07-02,False,15000.0,False,False,False,False,,72475-0814528-1,Michelle Walker,Female,1984-01-07,"Balochistan, Gwadar, 55168 Walsh Underpass Apt. 833",2020-03-16,Active,BEN-000905,Female,1984-01-07,False,2020-03-16,False,False,False,False,,False
BEN-000906,Robert Baker  ,Jacob James,male,2001-02-17,59842-9884531-0,0310-3450982,Divorced,5,,377 Chandler Dale Apt. 066,Abbottabad,Khyber Pakhtunkhwa,PK8131327502825865,Disability Support Program,2019-06-23,Mobile Registration Van,Active,Male,Active,2001-02-17,False,2019-06-23,False,,True,False,False,False,income_flag,59842-9884531-0,Robert Baker,Male,2001-02-17,"Khyber Pakhtunkhwa, Abbottabad, 377 Chandler Dale Apt. 066",2014-02-13,Expired,BEN-000906,Male,2001-02-17,False,2014-02-13,False,False,False,False,,False
BEN-000907,Karen Johnson,Ricky Mccarty,Female,23/03/1962,37241-6061940-9,0320-6821033,Married,9,20000.0,82162 Johnson Roads Apt. 447,Swat,Khyber Pakhtunkhwa,PK3202378812123649,Elderly Pension Program,2024-01-19,In-Person Center,active,Female,Active,1962-03-23,False,2024-01-19,False,20000.0,False,False,False,False,,37241-6061940-9,Karen Johnson,Female,1962-03-23,"82162 Johnson Roads Apt. 447, Swat, Khyber Pakhtunkhwa",2025-07-13,Active,BEN-000907,Female,1962-03-23,False,2025-07-13,False,False,False,False,,False
BEN-000908,Michaela Barrera,Curtis Mitchell,Female,1954-09-16,52371-7938798-1,0333-2885344,Single,6,,06832 Jodi Locks Suite 634,Abbottabad,Khyber Pakhtunkhwa,PK3208009340231313,Cash Transfer Program,2024-10-27,NGO Referral,Active,Female,Active,1954-09-16,False,2024-10-27,False,,True,False,False,False,income_flag,52371-7938798-1,Michaela BArrera,Female,1954-09-15,"06832 Jodi Locks Suite 634, Abbottabad",2018-02-17,Active,BEN-000908,Female,1954-09-15,False,2018-02-17,False,False,False,False,,False
BEN-000909,David Pace,Robert Clark,Male,1945-10-15,89171-3628234-2,0320-7917751,Widowed,4,0.0,861 Rogers Causeway,Karachi,Sindh,PK9958178085598243,Flood Relief Assistance,2025-02-10,Mobile Registration Van,Inactive,Male,Inactive,1945-10-15,False,2025-02-10,False,0.0,False,False,False,False,,,,,,,,,,,,,,,,,,,False
BEN-000910,Michael Davis,Anthony Jimenez,Male,1970-07-03,38516-2995073-5,0310-3445192,Single,8,15000.0,75843 Sherry Inlet,Quetta,Balochistan,PK6475569482513041,Flood Relief Assistance,2019-04-09,Online Portal,Inactive,Male,Inactive,1970-07-03,False,2019-04-09,False,15000.0,False,False,False,False,,38516-2995073-5,Michael Davis,Male,1970-07-03,"75843 Sherry Inlet, Quetta, Balochistan",2017-04-01,Active,BEN-000910,Male,1970-07-03,False,2017-04-01,False,False,False,False,,False
BEN-000911,Robert Walsh,Jimmy Russell,Male,1977-08-26,66643-2915965-0,0345-2629173,Married,5,25000.0,0429 Christopher Drives,Sukkur,Sindh,PK8269925673688974,Disability Support Program,2019-09-06,NGO Referral,Active,Male,Active,1977-08-26,False,2019-09-06,False,25000.0,False,False,False,False,,66643-2915965-0,Robert Walsh,Male,1977-08-25,"0429 Christopher Drives, Sukkur, Sindh",2023-05-08,Active,BEN-000911,Male,1977-08-25,False,2023-05-08,False,False,False,False,,False
BEN-000912,Diane Williams,Peter Mclaughlin,Female,18/11/1992,25711-1311003-6,0300-1232409,Married,4,15000.0,,Peshawar,Khyber Pakhtunkhwa,PK0234176130720251,Elderly Pension Program,2021-12-15,In-Person Center,Active,Female,Active,1992-11-18,False,2021-12-15,False,15000.0,False,False,True,False,address_missing,25711-1311003-6,Diane Williams,Female,1992-11-18,"Khyber Pakhtunkhwa, Peshawar, 9809 King Road Apt. 897",2017-12-13,Active,BEN-000912,Female,1992-11-18,False,2017-12-13,False,False,False,False,,False
BEN-000913,Jacqueline Robinson,John Williams,Female,13/08/1985,86599-5447239-0,0320-7460746,Divorced,3,-5000.0,596 Hill Terrace Apt. 197,Gwadar,Balochistan,PK0968698645002658,Widow & Orphan Support Program,2019-08-26,Mobile Registration Van,Active,Female,Active,1985-08-13,False,2019-08-26,False,,True,False,False,False,income_flag,86599-5447239-0,Jacquline Robinson,Female,1985-08-13,"596 Hill Terrace Apt. 197, Gwadar, Balochistan",2015-04-21,Active,BEN-000913,Female,1985-08-13,False,2015-04-21,False,False,False,False,,False
BEN-000914,Vincent Schaefer,Mr. Steven Esparza MD,Male,1964-10-23,12835-2708051-6,0320-9765027,Divorced,5,8000.0,82730 Michael Centers,Karachi,Sindh,PK4252723182134479,Widow & Orphan Support Program,2024-11-24,NGO Referral,Suspended,Male,Suspended,1964-10-23,False,2024-11-24,False,8000.0,False,False,False,False,,12835-2708051-6,Vincent Schaefer,Male,1964-10-23,"Sindh, Karachi, 82730 Michael Centers",2024-05-06,Active,BEN-000914,Male,1964-10-23,False,2024-05-06,False,False,False,False,,False
BEN-000915,Joseph Turner,Paul Harrell,Male,1989-02-12,74775-0132375-7,0320-2258129,Married,9,20000.0,29226 Ian Rapids,Rawalpindi,Punjab,PK9730799206084244,Widow & Orphan Support Program,2024-10-19,NGO Referral,Inactive,Male,Inactive,1989-02-12,False,2024-10-19,False,20000.0,False,False,False,False,,74775-0132375-7,Joseph Turner,Male,1989-02-12,"29226 Ian Rapids, Rawalpindi, Punjab",2022-08-01,Active,BEN-000915,Male,1989-02-12,False,2022-08-01,False,False,False,False,,False
BEN-000916,Michael  Wells,Dr. Jason Smith,Male,29/09/2004,18535-2677807-7,0333-8299990,Married,1,15000.0,107 Ryan Roads Suite 142,Sibi,Balochistan,PK0033358113633336,Cash Transfer Program,2019-04-15,Mobile Registration Van,Active,Male,Active,2004-09-29,False,2019-04-15,False,15000.0,False,False,False,False,,18535-2677807-7,Michael Wells,Male,2004-09-29,"107 Ryan Roads Suite 142, Sibi, Balochistan",2017-03-10,Expired,BEN-000916,Male,2004-09-29,False,2017-03-10,False,False,False,False,,False
BEN-000917,Aimee Waters,Seth King,FEMALE,2001-04-12,75473-3765902-1,,Single,5,12000.0,3147 Tony Cape Suite 205,Faisalabad,Punjab,PK9297493165896297,Flood Relief Assistance,2025-05-20,NGO Referral,active,Female,Active,2001-04-12,False,2025-05-20,False,12000.0,False,True,False,False,phone_missing,75473-3765902-1,Aimee Waers,Female,2001-04-12,"Punjab, Faisalabad, 3147 Tony Cape Suite 205",2012-05-12,Active,BEN-000917,Female,2001-04-12,False,2012-05-12,False,False,False,False,,False
BEN-000918,John Mata,Jerome Howard,Male,1987-01-10,45432-6598865-4,,Married,2,0.0,123 Reynolds Lake,Abbottabad,Khyber Pakhtunkhwa,PK6732228776293471,Flood Relief Assistance,2022-06-26,Mobile Registration Van,Actve,Male,Active,1987-01-10,False,2022-06-26,False,0.0,False,True,False,False,phone_missing,45432-6598865-4,John Mata,Male,1987-01-10,"123 Reynolds Lake, Abbottabad, Khyber Pakhtunkhwa",2023-05-27,Active,BEN-000918,Male,1987-01-10,False,2023-05-27,False,False,False,False,,False
